#gene_id	taxID	e_value	fasta_id
LOC121390838			
LOC121392283			
LOC121392318			
LOC121392284			
LOC121392320			
LOC121392285			
LOC121392264			
LOC121392286			
LOC121392265			
LOC121392544			
LOC121392545			
LOC121392536			
LOC121392537			
LOC121392538			
LOC121392540			
LOC121392541			
LOC121392535			
LOC121392542			
LOC121392543			
LOC121366100	6448	4.04E-65	XP_041346620.1|LOC121366100|327
LOC121366101			XP_041346621.1|LOC121366101|301
LOC121392858			
LOC121392857	6579	5.32E-90	XP_041379851.1|LOC121392857|419
LOC121392856	42192	4.25E-114	XP_041379850.1|LOC121392856|839
LOC121367263			
LOC121367259	225164	8.76E-05	XP_041347308.1|LOC121367259|304
LOC121367260	6452	3.02E-29	XP_041347309.1|LOC121367260|213
LOC121367258	6452	3.83E-51	XP_041347305.1|LOC121367258|684
LOC121367261			
LOC121392696	400682	1.94E-177	XP_041379734.1|LOC121392696|356
LOC121392697	6448	2.17E-22	XP_041379736.1|LOC121392697|213
LOC121366097	6072	2E-177	XP_041346618.1|LOC121366097|321
LOC121392729	400682	3.6E-144	XP_041379760.1|LOC121392729|243
LOC121392376	6452	1.57E-33	XP_041379542.1|LOC121392376|220
LOC121392377	6452	4.44E-36	XP_041379543.1|LOC121392377|254
LOC121392867	2785011	1.75E-94	XP_041379855.1|LOC121392867|230
LOC121392550	1206795	7.09E-38	XP_041379652.1|LOC121392550|338
LOC121376440			XP_041360247.1|LOC121376440|105
LOC121376446			
LOC121379388	6448	1.06E-183	XP_041363919.1|LOC121379388|380
LOC121379024			XP_041363402.1|LOC121379024|191
LOC121379404	6448	3.17E-145	XP_041363943.1|LOC121379404|419
LOC121376454	6448	3.86E-05	XP_041360263.1|LOC121376454|371
LOC121379043			XP_041363423.1|LOC121379043|350
LOC121379051	6452	2.2E-46	XP_041363436.1|LOC121379051|386
LOC121376463	6545	5.1E-90	XP_041360273.1|LOC121376463|619
LOC121379421	6452	1.26E-41	XP_041363992.1|LOC121379421|317
LOC121379432	6452	7.8E-158	XP_041364004.1|LOC121379432|626
LOC121379447	6448	1.15E-176	XP_041364028.1|LOC121379447|620
LOC121379457	6452	4.75E-154	XP_041364037.1|LOC121379457|641
LOC121379489	6448	4.24E-89	XP_041364070.1|LOC121379489|189
LOC121379474	6454	0	XP_041364055.1|LOC121379474|2342
LOC121379498			
LOC121379506	6448	0	XP_041364087.1|LOC121379506|560
LOC121379531	6454	8.12E-279	XP_041364112.1|LOC121379531|1720
LOC121379542	6448	3.63E-10	XP_041364130.1|LOC121379542|2799
LOC121379563			XP_041364147.1|LOC121379563|135
LOC121379579	6579	2.71E-11	XP_041364164.1|LOC121379579|606
LOC121379598	6452	3.15E-295	XP_041364182.1|LOC121379598|970
LOC121379613	6448	2.22E-81	XP_041364196.1|LOC121379613|854
LOC121379630	6448	3.55E-297	XP_041364213.1|LOC121379630|662
LOC121379057	6448	1.24E-291	XP_041363449.1|LOC121379057|732
LOC121379064	6448	1.76E-273	XP_041363462.1|LOC121379064|570
LOC121379669	6448	5.22E-267	XP_041364255.1|LOC121379669|650
LOC121379676	6452	3.57E-225	XP_041364263.1|LOC121379676|817
LOC121379073	6452	5.45E-95	XP_041363474.1|LOC121379073|285
LOC121379693	6452	4.47E-105	XP_041364279.1|LOC121379693|299
LOC121379699			XP_041364287.1|LOC121379699|595
LOC121379710	6448	7.08E-97	XP_041364298.1|LOC121379710|322
LOC121379728			
LOC121376472	6448	6.54E-61	XP_041360285.1|LOC121376472|192
LOC121376480	6448	9.04E-34	XP_041360297.1|LOC121376480|339
LOC121379084			XP_041363484.1|LOC121379084|241
LOC121379093	6452	1.58E-99	XP_041363497.1|LOC121379093|350
LOC121379102	6452	6.65E-36	XP_041363509.1|LOC121379102|253
LOC121379109	6452	4.67E-100	XP_041363520.1|LOC121379109|345
LOC121379119	6452	1.77E-95	XP_041363533.1|LOC121379119|338
LOC121379127	6452	3.92E-99	XP_041363545.1|LOC121379127|366
LOC121379134			XP_041363557.1|LOC121379134|275
LOC121379144	6452	8.98E-80	XP_041363568.1|LOC121379144|289
LOC121379152	6452	3.39E-98	XP_041363580.1|LOC121379152|358
LOC121379754	6452	1.22E-265	XP_041364341.1|LOC121379754|655
LOC121379159	6452	4.05E-178	XP_041363592.1|LOC121379159|481
LOC121376488	6448	1.07E-173	XP_041360307.1|LOC121376488|380
LOC121379177	6448	7.03E-216	XP_041363613.1|LOC121379177|607
LOC121379777	6448	0	XP_041364365.1|LOC121379777|794
LOC121376497	6448	4.01E-36	XP_041360318.1|LOC121376497|115
LOC121379786	6448	1.05E-240	XP_041364375.1|LOC121379786|648
LOC121379800	6448	1.37E-45	XP_041364389.1|LOC121379800|243
LOC121379817	6448	6.15E-176	XP_041364406.1|LOC121379817|327
LOC121379828	6448	1.74E-188	XP_041364417.1|LOC121379828|752
LOC121379838	36100	7.09E-103	XP_041364442.1|LOC121379838|625
LOC121379862	6452	6.16E-221	XP_041364452.1|LOC121379862|619
LOC121376505			
LOC121379874	6448	1.06E-200	XP_041364479.1|LOC121379874|687
LOC121379904	6452	5.91E-260	XP_041364513.1|LOC121379904|826
LOC121379188	6448	2.11E-178	XP_041363623.1|LOC121379188|428
LOC121379198	6452	1.7E-151	XP_041363634.1|LOC121379198|1320
LOC121379208	6448	6.16E-194	XP_041363645.1|LOC121379208|1247
LOC121379921			
Trnai-uau			
LOC121379927	6452	1.77E-122	XP_041364550.1|LOC121379927|439
LOC121379933	6448	2.41E-285	XP_041364561.1|LOC121379933|497
LOC121379943	6452	1.45E-79	XP_041364573.1|LOC121379943|1230
LOC121379952			XP_041364583.1|LOC121379952|1677
LOC121379961	71492	4.23E-09	XP_041364595.1|LOC121379961|749
LOC121376511	6448	8.11E-13	XP_041360339.1|LOC121376511|202
LOC121379968	6452	2.78E-279	XP_041364607.1|LOC121379968|613
LOC121379215	6448	1.29E-122	XP_041363658.1|LOC121379215|369
LOC121379977	6448	4.6E-79	XP_041364619.1|LOC121379977|284
LOC121380004	6448	1.22E-98	XP_041364649.1|LOC121380004|346
LOC121380010			
LOC121376518	6452	8.23E-127	XP_041360350.1|LOC121376518|494
LOC121379223	6448	0	XP_041363671.1|LOC121379223|1151
LOC121380017	6454	1.43E-26	XP_041364694.1|LOC121380017|386
LOC121379232	6448	5.24E-183	XP_041363683.1|LOC121379232|792
LOC121376525	6448	3.55E-252	XP_041360363.1|LOC121376525|564
LOC121380040	6452	4.89E-94	XP_041364715.1|LOC121380040|672
LOC121380058	6448	0	XP_041364734.1|LOC121380058|1124
LOC121380073	6448	1.03E-168	XP_041364759.1|LOC121380073|380
LOC121380066	6448	1.79E-258	XP_041364746.1|LOC121380066|506
LOC121380081			
LOC121380099	6452	1.09E-156	XP_041364788.1|LOC121380099|385
LOC121380111	6448	5.25E-145	XP_041364819.1|LOC121380111|474
LOC121380121			
LOC121380125	6448	0	XP_041364840.1|LOC121380125|1239
LOC121380133	6452	0	XP_041364850.1|LOC121380133|1175
LOC121376532	6448	8.44E-307	XP_041360375.1|LOC121376532|1130
LOC121379239	6454	3.79E-81	XP_041363697.1|LOC121379239|450
LOC121380167	6452	0	XP_041364903.1|LOC121380167|1916
LOC121376540			
LOC121379248	6452	8.95E-158	XP_041363707.1|LOC121379248|382
LOC121379259	6448	1.5E-90	XP_041363719.1|LOC121379259|390
LOC121380197	6448	5.7E-186	XP_041364943.1|LOC121380197|429
LOC121380215	6452	2.67E-185	XP_041364978.1|LOC121380215|387
LOC121379265	104711	3.59E-87	XP_041363733.1|LOC121379265|219
LOC121380257	6448	3.23E-177	XP_041365039.1|LOC121380257|309
LOC121380267	6452	1.07E-270	XP_041365046.1|LOC121380267|1149
LOC121380313	6448	1.42E-29	XP_041365050.1|LOC121380313|403
LOC121379273	6454	5.2E-74	XP_041363744.1|LOC121379273|3335
LOC121379284	6448	1.73E-210	XP_041363767.1|LOC121379284|1198
LOC121380329	6448	5.63E-58	XP_041365051.1|LOC121380329|130
LOC121380342	6448	1.64E-168	XP_041365060.1|LOC121380342|286
LOC121380350	6448	7.39E-105	XP_041365070.1|LOC121380350|308
Trnam-cau			
Trnam-cau-2			
Trnam-cau-3			
LOC121379295			XP_041363779.1|LOC121379295|165
LOC121379303	6452	0	XP_041363791.1|LOC121379303|3219
LOC121380361	6448	1.15e-313	XP_041365079.1|LOC121380361|691
LOC121380376			
LOC121380384	6452	1.96E-65	XP_041365110.1|LOC121380384|237
LOC121380392	6448	1.67E-119	XP_041365122.1|LOC121380392|362
LOC121380401	6452	1.58E-94	XP_041365133.1|LOC121380401|598
LOC121380413			XP_041365162.1|LOC121380413|671
LOC121380424			XP_041365175.1|LOC121380424|834
LOC121380435	6448	3.73E-237	XP_041365186.1|LOC121380435|422
LOC121380443	6452	7.43E-74	XP_041365197.1|LOC121380443|666
LOC121376546	6448	6.58E-14	XP_041360393.1|LOC121376546|81
LOC121380459	6448	0	XP_041365216.1|LOC121380459|857
LOC121379309	6448	3.37E-123	XP_041363802.1|LOC121379309|331
LOC121379314	6448	5.67E-60	XP_041363817.1|LOC121379314|167
LOC121380489	6452	2.14E-303	XP_041365252.1|LOC121380489|559
LOC121376554	6448	1.09E-265	XP_041360403.1|LOC121376554|802
LOC121380496	6452	4.87E-30	XP_041365261.1|LOC121380496|169
LOC121380512	6452	5.55E-256	XP_041365287.1|LOC121380512|810
LOC121380540	6448	1.71E-105	XP_041365330.1|LOC121380540|250
LOC121376563	400727	3.88E-40	XP_041360416.1|LOC121376563|132
LOC121380548	6448	6.37E-284	XP_041365342.1|LOC121380548|772
LOC121380553	6447	1.52E-18	XP_041365354.1|LOC121380553|118
LOC121376573	6448	1.24E-21	XP_041360421.1|LOC121376573|172
LOC121380560	6448	5.58E-115	XP_041365367.1|LOC121380560|311
LOC121380568	7952	1.12E-251	XP_041365380.1|LOC121380568|592
LOC121380576	6448	1.04E-160	XP_041365407.1|LOC121380576|461
LOC121380601			
LOC121380605	6454	3.1E-83	XP_041365435.1|LOC121380605|240
LOC121380621	6448	4.63E-195	XP_041365458.1|LOC121380621|592
LOC121380628	6454	6.73E-72	XP_041365471.1|LOC121380628|216
LOC121380644	6448	3.99E-219	XP_041365500.1|LOC121380644|400
LOC121380649	6448	1.67E-202	XP_041365512.1|LOC121380649|793
LOC121379329	6448	1.85E-89	XP_041363838.1|LOC121379329|274
LOC121380687			
LOC121380680	6452	6.86E-116	XP_041365558.1|LOC121380680|296
LOC121380668	6452	3.17E-118	XP_041365537.1|LOC121380668|314
LOC121379339			XP_041363848.1|LOC121379339|271
LOC121379350	6452	4.09E-111	XP_041363859.1|LOC121379350|348
LOC121380704	6448	7.86E-152	XP_041365591.1|LOC121380704|266
LOC121379358	6452	0	XP_041363873.1|LOC121379358|3043
LOC121380718	6452	5.92E-175	XP_041365607.1|LOC121380718|414
LOC121380736	6452	1.25E-127	XP_041365632.1|LOC121380736|405
LOC121376589	6454	0	XP_041360422.1|LOC121376589|811
LOC121376605			
LOC121380744	6448	1.73E-84	XP_041365644.1|LOC121380744|234
LOC121380753	6452	3.15E-276	XP_041365655.1|LOC121380753|1333
LOC121380769	6452	0	XP_041365673.1|LOC121380769|1672
LOC121380779	6448	0	XP_041365690.1|LOC121380779|1023
LOC121380796	6452	3.75E-111	XP_041365710.1|LOC121380796|654
LOC121376616	6448	3.85E-137	XP_041360423.1|LOC121376616|461
LOC121379373	6452	0	XP_041363896.1|LOC121379373|2766
LOC121380850	6448	1.88E-91	XP_041365779.1|LOC121380850|295
LOC121380841	6448	3.94E-290	XP_041365766.1|LOC121380841|495
LOC121376632	6452	4.77E-52	XP_041360424.1|LOC121376632|245
LOC121380858	6448	1.35E-78	XP_041365792.1|LOC121380858|260
LOC121376658	6448	6.88E-86	XP_041360426.1|LOC121376658|287
LOC121376675	6448	3.3E-203	XP_041360427.1|LOC121376675|320
LOC121379380	6452	9.07E-130	XP_041363907.1|LOC121379380|629
LOC121380894	6452	3.84E-134	XP_041365849.1|LOC121380894|488
LOC121380888	6448	2.99E-85	XP_041365835.1|LOC121380888|1848
LOC121379397	6452	5.52E-275	XP_041363932.1|LOC121379397|989
LOC121380905	6448	1.92E-93	XP_041365870.1|LOC121380905|151
LOC121380914	6448	3.3E-190	XP_041365882.1|LOC121380914|357
LOC121376701			XP_041360429.1|LOC121376701|210
LOC121376717			XP_041360431.1|LOC121376717|205
LOC121379522	6448	1E-199	XP_041364103.1|LOC121379522|504
LOC121379589	6448	3.58E-204	XP_041364174.1|LOC121379589|478
LOC121380936	6454	3.51E-43	XP_041365915.1|LOC121380936|789
LOC121379660	6448	8.51E-255	XP_041364247.1|LOC121379660|604
LOC121380953	6452	2.55E-280	XP_041365938.1|LOC121380953|1299
LOC121376733	6448	1.38E-100	XP_041360435.1|LOC121376733|313
LOC121379734	6448	4.29E-40	XP_041364320.1|LOC121379734|195
LOC121376743	6448	7.39E-20	XP_041360447.1|LOC121376743|97
LOC121379743	6448	1.33E-157	XP_041364329.1|LOC121379743|399
LOC121380998			XP_041366006.1|LOC121380998|473
LOC121379007	6448	6.5E-167	XP_041363374.1|LOC121379007|309
LOC121379916	6448	3.71E-169	XP_041364529.1|LOC121379916|355
LOC121381007	6448	0	XP_041366017.1|LOC121381007|947
LOC121381019	6448	2.46E-103	XP_041366033.1|LOC121381019|227
LOC121381027	6452	5.3E-93	XP_041366045.1|LOC121381027|402
LOC121381044	6448	3.68E-47	XP_041366061.1|LOC121381044|170
LOC121380089	6452	3.4E-91	XP_041364777.1|LOC121380089|355
LOC121380159	45954	4.01E-166	XP_041364890.1|LOC121380159|486
LOC121381060	6452	4.12E-95	XP_041366085.1|LOC121381060|395
LOC121381053	6452	3.3E-104	XP_041366072.1|LOC121381053|412
LOC121380186	6452	4.29E-95	XP_041364931.1|LOC121380186|372
LOC121381084	6452	1.94E-93	XP_041366121.1|LOC121381084|403
LOC121381092			
LOC121381068	6452	6.19E-99	XP_041366096.1|LOC121381068|407
LOC121376752	6452	5.14E-100	XP_041360456.1|LOC121376752|405
LOC121380483	6448	1.93E-79	XP_041365238.1|LOC121380483|216
LOC121376760	6452	5.19E-97	XP_041360468.1|LOC121376760|405
LOC121381102	6448	1.83E-214	XP_041366155.1|LOC121381102|367
LOC121381114	6452	4.36E-212	XP_041366168.1|LOC121381114|508
LOC121376769	6448	6.12E-217	XP_041360479.1|LOC121376769|528
LOC121380695	6448	1.72E-112	XP_041365582.1|LOC121380695|331
LOC121381128	6448	1.08E-54	XP_041366199.1|LOC121381128|144
LOC121380728	6452	5.75E-41	XP_041365620.1|LOC121380728|285
LOC121381138	6448	2.71E-236	XP_041366221.1|LOC121381138|873
LOC121380868	6452	1.21E-33	XP_041365812.1|LOC121380868|255
LOC121380880	6454	3.53E-70	XP_041365822.1|LOC121380880|243
LOC121381143	6454	0	XP_041366235.1|LOC121381143|1551
LOC121376779	6563	5.72E-12	XP_041360488.1|LOC121376779|278
LOC121381149	6452	1.67E-219	XP_041366247.1|LOC121381149|489
LOC121381158	6448	6.57E-42	XP_041366269.1|LOC121381158|78
LOC121381168	6448	3.57E-43	XP_041366279.1|LOC121381168|259
LOC121380927	6452	0	XP_041365904.1|LOC121380927|857
LOC121381177	6448	1.92E-25	XP_041366291.1|LOC121381177|179
LOC121381183	6448	4.9E-140	XP_041366311.1|LOC121381183|463
LOC121380945	6452	1.78E-31	XP_041365926.1|LOC121380945|699
LOC121380967	6454	3.83E-25	XP_041365959.1|LOC121380967|300
LOC121376787	6452	2.54E-102	XP_041360499.1|LOC121376787|385
LOC121381201	6448	4.32E-292	XP_041366341.1|LOC121381201|579
LOC121381215			XP_041366353.1|LOC121381215|263
LOC121381234	6448	6.29E-174	XP_041366391.1|LOC121381234|399
LOC121381240	6452	3.74E-166	XP_041366404.1|LOC121381240|490
LOC121381246	6448	9.72E-151	XP_041366418.1|LOC121381246|327
LOC121381266	6448	1.74E-196	XP_041366445.1|LOC121381266|500
LOC121380975	6448	2.02E-177	XP_041365970.1|LOC121380975|479
LOC121376821	1206795	3.68E-24	XP_041360532.1|LOC121376821|263
LOC121380983	6448	2.56E-43	XP_041365981.1|LOC121380983|195
LOC121380991	6448	4.45E-114	XP_041365994.1|LOC121380991|473
LOC121381296			XP_041366482.1|LOC121381296|602
LOC121381302			XP_041366494.1|LOC121381302|127
LOC121376828	6452	7.66E-60	XP_041360543.1|LOC121376828|272
LOC121376833	6465	3.44E-66	XP_041360563.1|LOC121376833|283
LOC121376847			
LOC121381094	6548	1.97E-55	XP_041366142.1|LOC121381094|134
LOC121387219	6452	8E-154	XP_041374181.1|LOC121387219|384
LOC121387229	6448	7.92E-138	XP_041374191.1|LOC121387229|398
LOC121381310	6452	1.59E-116	XP_041366506.1|LOC121381310|329
LOC121381320			XP_041366518.1|LOC121381320|225
LOC121387239	6448	6.21E-120	XP_041374201.1|LOC121387239|391
LOC121387249	6448	1.95E-121	XP_041374211.1|LOC121387249|391
LOC121376855	6452	5.73E-75	XP_041360576.1|LOC121376855|672
LOC121376878	6448	1.35E-108	XP_041360600.1|LOC121376878|395
LOC121381331	6448	0	XP_041366531.1|LOC121381331|1105
LOC121381339	6448	3.09E-261	XP_041366552.1|LOC121381339|625
LOC121381399	6448	2.13E-83	XP_041366628.1|LOC121381399|194
LOC121381352	6448	2.14E-192	XP_041366571.1|LOC121381352|533
LOC121387259	6448	2.46E-34	XP_041374221.1|LOC121387259|225
LOC121381390	6448	2.58E-78	XP_041366616.1|LOC121381390|246
LOC121381375	36100	2.44E-25	XP_041366597.1|LOC121381375|482
LOC121376887	6452	1.71E-90	XP_041360609.1|LOC121376887|407
LOC121381404	6448	3.22E-84	XP_041366642.1|LOC121381404|405
LOC121376899	6448	1.27E-92	XP_041360619.1|LOC121376899|448
LOC121381420	6448	7.03E-99	XP_041366666.1|LOC121381420|479
LOC121387267	6452	0	XP_041374229.1|LOC121387267|1015
LOC121376908	6452	3.51E-148	XP_041360632.1|LOC121376908|474
LOC121376914	6448	9.06E-222	XP_041360645.1|LOC121376914|456
LOC121381427	6452	6.98E-233	XP_041366679.1|LOC121381427|583
LOC121381436	6452	0	XP_041366688.1|LOC121381436|2411
LOC121387278	6448	4.33E-143	XP_041374238.1|LOC121387278|368
LOC121387296			XP_041374255.1|LOC121387296|576
LOC121387306			XP_041374265.1|LOC121387306|216
LOC121387317	6452	1.43E-172	XP_041374276.1|LOC121387317|405
LOC121387325	6448	8.31E-164	XP_041374289.1|LOC121387325|906
LOC121381446	6448	3.44E-200	XP_041366700.1|LOC121381446|288
LOC121381456	6448	7.32E-56	XP_041366716.1|LOC121381456|234
LOC121387330	6452	4.02E-193	XP_041374299.1|LOC121387330|431
LOC121381469	6448	9.2E-111	XP_041366724.1|LOC121381469|255
LOC121381478	116704	0.00062	XP_041366734.1|LOC121381478|1129
LOC121381487	6452	1.04E-276	XP_041366744.1|LOC121381487|677
LOC121381513	6448	2.82E-69	XP_041366775.1|LOC121381513|192
LOC121381545	6448	2.48E-146	XP_041366810.1|LOC121381545|360
LOC121381527	6448	4.66E-147	XP_041366791.1|LOC121381527|362
LOC121381568	6448	9.18E-12	XP_041366839.1|LOC121381568|180
LOC121387339	7604	5.01E-52	XP_041374324.1|LOC121387339|179
LOC121381559	33317	1.71E-13	XP_041366828.1|LOC121381559|188
LOC121387350	6447	1.53E-19	XP_041374333.1|LOC121387350|318
LOC121387355	6447	4.73E-19	XP_041374345.1|LOC121387355|324
LOC121381580	6448	0	XP_041366856.1|LOC121381580|1597
LOC121387360	6452	4.89E-12	XP_041374360.1|LOC121387360|317
LOC121387371	6448	4.52E-186	XP_041374386.1|LOC121387371|449
LOC121387372	6548	3.98E-120	XP_041374403.1|LOC121387372|295
LOC121376924	6447	4.18E-88	XP_041360667.1|LOC121376924|258
LOC121381600	6452	3.4E-280	XP_041366873.1|LOC121381600|481
LOC121381610	6448	9.67E-132	XP_041366883.1|LOC121381610|530
LOC121381619	6448	1.31E-42	XP_041366892.1|LOC121381619|286
LOC121381629	6452	4.06E-288	XP_041366902.1|LOC121381629|735
LOC121381673	6448	4.12E-104	XP_041366953.1|LOC121381673|198
LOC121381655	6448	2.42E-174	XP_041366929.1|LOC121381655|307
LOC121381683			XP_041366964.1|LOC121381683|262
LOC121381700	6452	6.73E-108	XP_041366982.1|LOC121381700|315
LOC121376935	6448	2.13E-93	XP_041360678.1|LOC121376935|215
LOC121381725	6452	4.06E-54	XP_041367009.1|LOC121381725|284
LOC121381734	6448	1.1E-74	XP_041367018.1|LOC121381734|191
LOC121381751	6448	1.49E-47	XP_041367042.1|LOC121381751|390
LOC121381884	6448	0	XP_041367215.1|LOC121381884|943
LOC121387387	6454	2.09E-89	XP_041374423.1|LOC121387387|1099
LOC121381919	6448	1.65E-101	XP_041367276.1|LOC121381919|189
LOC121381908	6452	1.54E-48	XP_041367253.1|LOC121381908|332
LOC121381926	69675	1.75E-18	XP_041367288.1|LOC121381926|624
LOC121381937	6448	6.58E-303	XP_041367298.1|LOC121381937|577
LOC121381949	6454	7.39E-54	XP_041367318.1|LOC121381949|282
LOC121381958	6452	0	XP_041367329.1|LOC121381958|2043
LOC121376942	6448	1.05E-40	XP_041360689.1|LOC121376942|117
LOC121376953	6452	1.46E-35	XP_041360700.1|LOC121376953|198
LOC121376962	6448	1.07E-181	XP_041360709.1|LOC121376962|529
LOC121382000	6448	0	XP_041367401.1|LOC121382000|717
LOC121382009	6452	4.84E-70	XP_041367411.1|LOC121382009|162
LOC121382020			XP_041367437.1|LOC121382020|324
LOC121376971	36100	2.3E-91	XP_041360721.1|LOC121376971|334
LOC121376991			XP_041360755.1|LOC121376991|158
LOC121382062			
LOC121382069			
LOC121382054	33317	4.88E-10	XP_041367469.1|LOC121382054|164
LOC121376997			
LOC121377003	6452	3.33E-56	XP_041360773.1|LOC121377003|692
LOC121382077			
LOC121382082	6448	1.76E-225	XP_041367503.1|LOC121382082|841
LOC121377011	6448	1.72E-220	XP_041360784.1|LOC121377011|471
LOC121377021			XP_041360795.1|LOC121377021|120
LOC121387395	317549	6.53E-57	XP_041374435.1|LOC121387395|319
LOC121387403	33317	1.42E-45	XP_041374446.1|LOC121387403|276
LOC121382088	6452	2.52E-194	XP_041367513.1|LOC121382088|615
LOC121382097	6448	7.47E-149	XP_041367536.1|LOC121382097|1213
LOC121377028	6452	1.79E-77	XP_041360807.1|LOC121377028|260
LOC121377048	6448	8.83E-59	XP_041360837.1|LOC121377048|145
LOC121377053	6448	7.79E-19	XP_041360849.1|LOC121377053|541
LOC121377063	6452	1.37E-38	XP_041360859.1|LOC121377063|305
LOC121387411			XP_041374456.1|LOC121387411|481
LOC121377072			XP_041360872.1|LOC121377072|718
LOC121377080	6452	6.96E-09	XP_041360884.1|LOC121377080|399
LOC121382115	6452	3.55E-42	XP_041367556.1|LOC121382115|316
LOC121382130	6448	1.04E-147	XP_041367578.1|LOC121382130|406
LOC121377089			
LOC121387420	6448	2.91E-234	XP_041374467.1|LOC121387420|501
LOC121387429	36100	9.88E-73	XP_041374478.1|LOC121387429|702
LOC121382144	6448	1.2E-151	XP_041367598.1|LOC121382144|386
LOC121382159	6448	3.01E-276	XP_041367607.1|LOC121382159|750
LOC121377093	6452	2.18E-235	XP_041360905.1|LOC121377093|503
LOC121377102			XP_041360916.1|LOC121377102|166
LOC121382175	6448	0	XP_041367627.1|LOC121382175|832
LOC121387438	6452	5.39E-18	XP_041374490.1|LOC121387438|195
LOC121377115	6452	1.18E-21	XP_041360937.1|LOC121377115|270
LOC121377124	6452	1.35E-07	XP_041360948.1|LOC121377124|115
LOC121387448			XP_041374501.1|LOC121387448|777
LOC121382186	6448	1.98E-77	XP_041367646.1|LOC121382186|500
LOC121377138			XP_041360968.1|LOC121377138|696
LOC121382195	6452	9.18E-275	XP_041367655.1|LOC121382195|617
LOC121377180	6448	0	XP_041361023.1|LOC121377180|1024
LOC121382207	69675	2.44E-68	XP_041367670.1|LOC121382207|484
LOC121382218	6452	9.54E-58	XP_041367681.1|LOC121382218|409
LOC121387457	6448	2.29E-111	XP_041374514.1|LOC121387457|338
LOC121377392	6452	6.71E-74	XP_041361311.1|LOC121377392|173
LOC121382235	6448	2.2E-157	XP_041367698.1|LOC121382235|366
LOC121387465			XP_041374526.1|LOC121387465|414
LOC121382249	6452	6.63E-31	XP_041367719.1|LOC121382249|1300
LOC121382257	6452	4.66E-125	XP_041367733.1|LOC121382257|264
LOC121382259	6448	1.19E-135	XP_041367749.1|LOC121382259|468
LOC121382267	6448	0	XP_041367761.1|LOC121382267|1318
LOC121382270	6448	1.74E-40	XP_041367773.1|LOC121382270|412
LOC121382278	6454	5.35E-128	XP_041367786.1|LOC121382278|789
LOC121377188	6452	3.66E-70	XP_041361032.1|LOC121377188|175
LOC121387479	6452	5.94E-283	XP_041374550.1|LOC121387479|1137
LOC121387486	6452	5.04E-81	XP_041374561.1|LOC121387486|269
LOC121387501	36100	8.2E-221	XP_041374581.1|LOC121387501|785
LOC121387512	6452	2.07E-213	XP_041374591.1|LOC121387512|1207
LOC121382289			XP_041367803.1|LOC121382289|306
LOC121382303	6448	0	XP_041367814.1|LOC121382303|609
LOC121377198	6452	6.4E-224	XP_041361041.1|LOC121377198|565
LOC121377207	6448	9.26E-73	XP_041361052.1|LOC121377207|143
LOC121387519	6448	0	XP_041374603.1|LOC121387519|1857
LOC121387536	6452	6.54E-59	XP_041374626.1|LOC121387536|471
LOC121382311	6448	0	XP_041367827.1|LOC121382311|998
LOC121377218	6448	3.66E-219	XP_041361064.1|LOC121377218|386
LOC121382319	6452	9.41E-251	XP_041367837.1|LOC121382319|1254
LOC121382362	6452	1.08E-154	XP_041367886.1|LOC121382362|379
LOC121377227			
LOC121387545	6448	0	XP_041374637.1|LOC121387545|922
LOC121382379	6448	0	XP_041367904.1|LOC121382379|926
LOC121382390	6448	5.77E-261	XP_041367910.1|LOC121382390|610
LOC121377234	6448	4.27E-78	XP_041361080.1|LOC121377234|215
LOC121377248	6452	2.7E-116	XP_041361101.1|LOC121377248|396
LOC121377256	6448	8.14E-158	XP_041361114.1|LOC121377256|416
LOC121377263	6448	8.28E-24	XP_041361127.1|LOC121377263|414
LOC121377272	6448	1.29E-136	XP_041361139.1|LOC121377272|306
LOC121387555			XP_041374648.1|LOC121387555|126
LOC121377285	6452	2.52E-131	XP_041361159.1|LOC121377285|319
LOC121377295	6452	1.96E-49	XP_041361168.1|LOC121377295|151
LOC121387565	6448	9.8E-48	XP_041374656.1|LOC121387565|257
LOC121387580	6448	9.34E-123	XP_041374677.1|LOC121387580|395
LOC121377307	6448	7.82E-91	XP_041361179.1|LOC121377307|381
LOC121377315	6452	2.91E-33	XP_041361190.1|LOC121377315|226
LOC121387589	6452	1.47E-108	XP_041374687.1|LOC121387589|483
LOC121387600	6452	9.26E-110	XP_041374697.1|LOC121387600|483
LOC121387610	33511	2.86E-35	XP_041374707.1|LOC121387610|395
LOC121382406	6448	3.14E-176	XP_041367911.1|LOC121382406|574
LOC121377323			XP_041361201.1|LOC121377323|135
LOC121387615			XP_041374720.1|LOC121387615|173
LOC121387624			XP_041374730.1|LOC121387624|109
LOC121387633	6452	1.88E-79	XP_041374743.1|LOC121387633|391
LOC121382427	6448	3.3E-299	XP_041367913.1|LOC121382427|577
LOC121382453	6448	3.72E-190	XP_041367914.1|LOC121382453|352
LOC121382469			
LOC121377332	6573	7.03E-40	XP_041361214.1|LOC121377332|147
LOC121377342	6452	2.1E-114	XP_041361229.1|LOC121377342|242
LOC121377349	6448	7.76E-186	XP_041361242.1|LOC121377349|482
LOC121382480	6448	1.44E-64	XP_041367915.1|LOC121382480|149
LOC121382496	6454	1.12E-142	XP_041367916.1|LOC121382496|446
LOC121382512	6448	0	XP_041367917.1|LOC121382512|1147
